project_id,commit_sha,author_name,committer_name,commit_date,additions,deletions,changes,microservice
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-admin-route-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,4,8,ts-admin-route-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,25,25,ts-admin-route-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,24,24,ts-admin-route-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-admin-route-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,63,9,72,ts-admin-route-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-admin-route-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-admin-route-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,2,2,4,ts-admin-route-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,3,4,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,7,7,14,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,15,15,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,26,26,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,36,36,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,33,33,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,49,49,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,42,42,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,63,63,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,161,24,185,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,14,8,22,ts-admin-travel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,2,5,7,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,4,8,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,0,1,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,41,41,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,50,50,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,51,51,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,31,31,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,39,13,52,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-admin-user-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,12,5,17,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,8,8,16,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,10,7,17,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,2,2,4,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,65,0,65,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,11,9,20,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,3,0,3,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,28,27,55,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,18,10,28,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,21,21,42,ts-assurance-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,5,4,9,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,1,5,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,4,8,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,13,6,19,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,2,2,4,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,3,3,6,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,16,6,22,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,9,7,16,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,17,6,23,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,2,2,4,ts-auth-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,5,4,9,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,12,3,15,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,56,56,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,28,28,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,29,29,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,24,24,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,25,25,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,73,73,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,40,40,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,63,63,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,6,1,7,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,349,47,396,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,14,5,19,ts-basic-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,3,4,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,3,3,6,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,38,38,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,50,50,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,51,51,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,2,0,2,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,26,26,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,108,108,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,63,63,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,70,70,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,31,31,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,19,19,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,64,45,109,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,5,1,6,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,3,3,6,ts-cancel-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,14,5,19,ts-config-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-config-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,5,5,10,ts-config-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,3,3,6,ts-config-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,11,9,20,ts-config-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,18,9,27,ts-config-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,10,5,15,ts-consign-price-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,5,1,6,ts-consign-price-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,4,8,ts-consign-price-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,15,4,19,ts-consign-price-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,2,2,4,ts-consign-price-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,3,4,7,ts-consign-price-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-consign-price-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,15,5,20,ts-consign-price-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,6,6,12,ts-consign-price-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,7,5,12,ts-consign-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-consign-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,5,5,10,ts-consign-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,10,5,15,ts-consign-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,12,7,19,ts-consign-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,75,0,75,ts-consign-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,6,6,12,ts-consign-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,32,20,52,ts-consign-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,18,6,24,ts-consign-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,12,12,24,ts-consign-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,10,5,15,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,12,12,24,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,17,9,26,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,4,8,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,12,9,21,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,3,3,6,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,21,28,49,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,16,5,21,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,0,0,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,23,22,45,ts-contacts-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,4,5,ts-execute-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-execute-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,2,2,4,ts-execute-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,110,110,ts-execute-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,63,63,ts-execute-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,70,70,ts-execute-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,32,17,49,ts-execute-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,4,0,4,ts-execute-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,1,1,2,ts-execute-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,8,8,ts-food-map-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,58,58,ts-food-map-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,20,20,ts-food-map-service
116011653,fa8d9efb35b2ed5ec1d18f60510167767c8fb2bf,meixiezichuan,GitHub,2022-08-09T08:20:49Z,0,74,74,ts-food-map-service
116011653,350f62000e6658e0e543730580c599d8558253e7,xiya.wu,GitHub,2021-09-02T09:59:09Z,49,46,95,ts-travel-service
116011653,350f62000e6658e0e543730580c599d8558253e7,xiya.wu,GitHub,2021-09-02T09:59:09Z,31,10,41,ts-travel-service
116011653,350f62000e6658e0e543730580c599d8558253e7,xiya.wu,GitHub,2021-09-02T09:59:09Z,4,2,6,ts-travel-service
